id,genre,track_name,artist_name,valence,energy
7Ek2kv9If3IjdMCRyeVm8g,blues,Wonderful World,Sam Cooke,0.932,0.559
6gShaExiRWNcqERHI21bfo,blues,You Can't Judge A Book By It's Cover,Willie Dixon,0.939,0.33
3Q58LPjRulTqYtlOX1DFVQ,blues,Walking By Myself - Remastered,Freddie King,0.815,0.499
5sKLUVHc6FR1LHdoc0cgl1,blues,"Ain't Gone 'N' Give up on Love - Live at Montreux Casino, Montreux, Switzerland - July 1985",Stevie Ray Vaughan,0.332,0.471
5msXh6qmKL96YmzItu95DV,blues,Waitin' for the Bus,ZZ Top,0.859,0.368
01bTsmrIaLeFFNMt1J6Dx9,bossanova,Maldade,Maysa,0.519,0.615
2wVFs7GK33kH4eR5d6eSiX,bossanova,Berimbau,Zimbo Trio,0.303,0.414
1CfcbFgejqm42cPGKlBFNl,bossanova,Beija Me,Elza Soares,0.936,0.539
03Zh6fRuH4R1R3auuMEWFn,bossanova,Batida Diferente,Eddy Palermo,0.37,0.531
0DJo5uG2zdfmtgTFQYLjYK,bossanova,Coração Vagabundo,Gal Costa,0.292,0.0378
6SZbik5rmBTlgMHxHVXquA,bossanova,Agua De Beber,Maysa,0.61,0.555
7240PkTnUTQq5nEgyUxeyJ,bossanova,Monologo de Orfeu,Antônio Carlos Jobim,0.35,0.199
0fUBBvaPWUhgaqCV5QKAPp,bossanova,Solidao,Maysa,0.287,0.217
4tu5i3x9Uv5h6Z7QQRlPvi,bossanova,Veja a Beleza,Ale Vanzella,0.561,0.588
5V6664ZKXGxiTYSKHZ9jlJ,bossanova,Antonico,Gal Costa,0.313,0.0186
6PzgsHRI7UocTh7WvyMYMK,bossanova,Maria Vai Com As Outras - Ao Vivo Em Montreux,Vinícius de Moraes,0.623,0.807
20XAR4Kjt5HR3ERoVwJnRV,bossanova,Falando de Amor,Miúcha,0.326,0.221
47gC9HtUXLfcLqIF9wZsnN,bossanova,Deixa pra Lá,Bossacucanova,0.822,0.808
4SvrcCGSJrWlryWbPNUNML,bossanova,Inútil Paisagem,Zimbo Trio,0.169,0.295
0Nqnh9vLWykyp0QWspR1Na,bossanova,A Morte de Um Deus de Sal,Marcos Valle,0.589,0.422
08mpVwPOT1MvWnGLm4W4Fc,bossanova,Meu Pai Oxalá - Live,Vinícius de Moraes,0.72,0.451
1Cfc0o9vbbmjpO7SP8B6N0,bossanova,Doralice - Version 1,Joao Gilberto & Astrud Gilberto,0.965,0.282
4P9stZZEzc1dRsktEyOfVM,bossanova,Sonho de Um Carnaval,Bossa Jazz Trio,0.406,0.683
323CTzvuN7Mg18PnjfJwjB,bossanova,O Bilhete,Elza Soares,0.792,0.429
69wZAsbchNjm7n82KqCtEn,bossanova,Faltando Um Pedaço,Rosa Passos,0.163,0.185
7IlN4RrC4oILrQJ1xsBM3f,brazil,Hoje Eu Quero Sair Só,Lenine,0.699,0.597
1Tditr5KyzStSK3GiO6Xlj,brazil,Maus Bocados,Cristiano Araújo,0.854,0.837
1NsKsCNMbK8Impt7oSB2jM,brazil,Andei Só,Natiruts,0.802,0.518
0EX0wy0g1amU55KWD9Kovf,brazil,Tardei,Rodrigo Amarante,0.299,0.187
6KHavXdYptg58jxQSES3mg,brazil,Magalenha,Sérgio Mendes,0.597,0.87
7ILgs068FwCIat5DA1CI99,brazil,Você,Tim Maia,0.712,0.709
265UWKABWdpx65MsMCepS8,brazil,"Amor, Amor",Wanessa Camargo,0.525,0.863
6zQTiw3M1p58eklHhCBWyi,brazil,Coisas Que Eu Sei,Danni Carlos,0.401,0.352
1BGrHLBKZCVGslxe0dSExv,brazil,Metamorfose ambulante,"Antonio Pinto, Ed Cortes",0.6,0.553
5vdH3ZOmnmvCtLbfNpJBgb,brazil,Depois,Marisa Monte,0.435,0.564
4d0DpU7Odiv0ztvX2GxJlk,brazil,Exagerado,Cazuza,0.822,0.663
7n3gUegWRbmroxs0sk24pL,brazil,Brand New Start,Little Joy,0.786,0.625
2ma8V5vEOfCuyqZ0V8HAq3,brazil,Toda Forma de Amor,Lulu Santos,0.827,0.833
0wmtEwRmA8l3jndpf8zARo,brazil,Máscara,Pitty,0.419,0.695
3obtPOCgjbbYno2Rr1Bwyh,brazil,Como Nossos Pais,Elis Regina,0.491,0.379
1TX4h6MrIZ0K3r4OOG11WO,brazil,Flor de Lis,Djavan,0.781,0.502
5yFI0Vs3x4EbeIDerT0ck1,brazil,Codinome Beija-Flor,Cazuza,0.301,0.255
0JUdM6lKJafF1ucVO3PgBK,brazil,O Segundo Sol,Cássia Eller,0.507,0.703
1Ly6VdODSs8qXcqok09EJt,brazil,Cê Que Sabe,Various Artists,0.756,0.796
3o9QS7tLm7YskEG7NWbpcz,brazil,Tente outra vez,Raul Seixas,0.337,0.526
5oZCEwJJuuY4uqDmEk2pH1,breakbeat,Versions Of You - Original Mix,Blok One,0.108,0.929
5pFXepfAbXlLUm5vBZXXXW,breakbeat,Runnin',Various Artists,0.874,0.793
3BMvkFBakQKH7eyCTOceKx,breakbeat,Jericho,The Prodigy,0.392,0.81
04HAFJbb8gdyw7o5xWUEnU,breakbeat,Give It Up Or Turnit A Loose - Remix,James Brown,0.732,0.876
5mJNTfscRawGNf2f3B1cSF,breakbeat,Tepid Bile,Tipper,0.322,0.8
4mshYsCx6R9lnsBx9yuY1n,breakbeat,Booyaka,M-Beat,0.723,0.757
1KNWLV6YchpDzqxkrb7AnC,breakbeat,No Problem,Chase & Status,0.505,0.948
0HFC4Mdtw9Pz6bXf6xIimD,breakbeat,Banana Boy,Far Too Loud,0.535,0.857
23AUyZevDLz3pwkICwIJa0,breakbeat,Feed The Addiction,ILS,0.212,0.887
37U2f2JH3GtuP5CGCkz7yg,breakbeat,Leader - Radio Edit,Stanton Warriors,0.62,0.899
0877WZFJjVg3Hj1ZNuNetZ,breakbeat,Zero Tolerance,Various Artists,0.444,0.976
4IF3OffkDK7QOefGvVgaUO,breakbeat,Piranha,The Prodigy,0.536,0.974
7cyEaD5XgaAG7ZmjKmWS6G,breakbeat,Security (Ctrl Z Remix),Freestylers,0.524,0.938
3RCx7kqO8pM7Xs68IRjYgT,breakbeat,Infectious - Distortionz Vip Mix,Agent K,0.666,0.944
02USa8SvJd7xodNZ4aHihM,breakbeat,Something Goin' On,Plump DJs,0.706,0.457
6DfWtSeGNVshAwIKydhWua,breakbeat,Footprints,A Tribe Called Quest,0.689,0.581
4ELVL0EpjuTeAhztC8MDwj,breakbeat,HATE,Adam Freeland,0.0229,0.65
3pxGMD0kIX25alO1EVFvdG,breakbeat,A Trip To Trumpton,Various Artists,0.809,0.918
5sCTpGoSyHGYbsntZfygMy,breakbeat,Distant Land - 2003 - Remaster,Various Artists,0.405,0.518
0LaZvd0GtkBx5b2BxaT3A4,breakbeat,Praise You,Fatboy Slim,0.536,0.892
6twW4ma6w0mOeejejPK0nY,british,Diana,One Direction,0.755,0.868
3thXOneBb3F2YE0ajPjs0k,british,Friend of Mine,Lily Allen,0.653,0.613
6u2ZYa2wo35pR5yJ27je7C,british,Love Spreads,The Stone Roses,0.544,0.878
0lxt6J01WBpovNFVF87Yqa,british,Friday I'm In Love,The Cure,0.458,0.946
0XFZeItaZHlOOYgWSdh8O7,british,Idioteque,Radiohead,0.53,0.931
19OUs1NzU15Fe3oSIeTuyG,british,Club Foot,Kasabian,0.115,0.912
0B2109kxp9gsm2NcM0wUnP,british,Army of Two,Olly Murs,0.662,0.806
4cuB1Z3whEUoPLIjlHCkp3,british,It's Not Unusual,OST,0.887,0.864
4vvK7kQ42AAXabZAXiGsDH,british,Sonnet,The Verve,0.319,0.706
5GjwkQ7h5jkH3joCjOS3yG,british,Waterfront - Remastered 2013,Simple Minds,0.386,0.801
4OjWzYIZxHMZCzNvbcgniD,british,Honky Tonk Women,The Rolling Stones,0.969,0.727
0uBWMWm5P6tuCiavbjPWS0,british,The Writer,Ellie Goulding,0.254,0.66
0N3CVWradS22UiqbRxpMoT,british,I Predict A Riot,Various Artists,0.389,0.979
0hgWgToJgb7O1tT12YWRCz,british,Downtown,Petula Clark,0.545,0.629
5Lf9rCqReE9Ri4tZvLRLuy,british,Happily,One Direction,0.824,0.89
2GAIycsMaDVtMtdvxzR2xI,british,Bohemian Rhapsody - Remastered 2011,Queen,0.228,0.402
5Ukzlujip1Slqka5OY82YS,british,U.N.I.,Ed Sheeran,0.578,0.405
7zNrf9LvWXYxhdKkVUcjBc,british,Time Is On My Side,The Rolling Stones,0.54,0.663
4pld3u5X1kPCzU3U0xhNWS,british,Lotus Flower,Radiohead,0.661,0.686
4J5UCkeqU2yqqFhUmsZm0V,british,He Wasn't There,Lily Allen,0.9,0.696
46QOWdsFyrq6bRMtkz3Vgj,cantopop,千千闋歌,Priscilla Chan,0.406,0.539
1XfKwj1Wnmnx4xJsrg4Jxm,cantopop,似水流年,Leslie Cheung,0.315,0.364
1hpx9Wo8Gr0EmWQBaPGjqz,cantopop,Magic - A Little More Magic - Acoustic Version,Alex Lam,0.532,0.238
32c01Dx4fPQwq7SdArgpvi,cantopop,戀愛大過天,Prudence Liew,0.279,0.155
0Gy3qllI0WPVzTsK7VUK0k,cantopop,Para Para Sakura - 電影主題曲,Aaron Kwok,0.821,0.92
4VuL4HSCrVvf0JOS6PHdck,cantopop,畫意,Ivana Wong,0.466,0.256
4yKFdf4jLCSpl7fYHF1E0J,cantopop,給自己的信,Sherman Chung,0.642,0.301
2OcafZuxy1XBG4HLD2oCBZ,cantopop,離開我吧,Paul Wong,0.522,0.501
76zNkD0V1whVquPW6ai1mz,cantopop,給自己的情歌,Gigi Leung,0.503,0.508
03RUSIoAUamecSnAPFVIn1,cantopop,當年情,Anthony Wong,0.21,0.227
7fPuF6cOMQCmojnjckrohn,cantopop,我不會唱歌,Hacken Lee,0.426,0.531
4cMCaxrAxc0XNoth9fqzf4,cantopop,Wonderland (Feat. Janice Vidal),24Herbs,0.265,0.607
